track_id,Name,Latitude,Longitude,City,Country,Website,Category,Review Velocity (12m),Hero Image URL,Management Issues,Structural Issues,Owner Activity,Top Reviews Snippet,Maps URL,Official Website,building_sqm,b2b_density,catchment_area_size,is_indoor,is_outdoor,is_sim,NUTS_ID,NUTS_NAME,disposable_income_pps,wealth_data_year,data_quality_score,track_length_m,website_track_length_m
757,Décibel Kart Cross Bisontin,47.1591743,6.1221749,Franche-Comté,France,,Karting,10,https://lh3.googleusercontent.com/p/AF1QipNX4b6tgBHn0Y-1SUEDbpITlWocQTW-iBJYy7Sn=w426-h240-k-no,True,True,False,"thank you so much damien for these 5 stars 🌟 😊 we look forward to seeing you again at the track, the ckb team … | fantastic first experience! the gentleman who helped us was amazing. very pleasant and clear in his explanations, it was great 😊 … | great! i recommend it 100%","https://www.google.com/maps/place/Ckb/@47.3559799,5.8179082,17z/data=!3m1!4b1!4m6!3m5!1s0x4792a14a9933fb89:0x4a35044844b168a0!8m2!3d47.3559799!4d5.8179082!16s%2Fg%2F1tgnk_lk?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",https://ckbesancon.com/?utm_source=gmb,,6.0,1004.07,False,False,False,FRC2,Franche-Comté,21400.0,2022,75,980,0
2365,EVA - Esports Virtual Arenas,47.1900461,-1.4842949,Pays de la Loire,France,,SIM Racing,10,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepD91jvdfcY0aDN0j5EbzCW1b6MlUpsiIEnIh5qaVha0iakQXN_Ffq-E1qn4SXPKBwGw1oCTMWhNYXRF3sCgWpkMovSRTOlekPZHuV7bvwkikUJZdAFDs6L59bK7JT-ZGax4gfA6cjp0Uo=w408-h306-k-no,True,True,False,"booking, payment, and account creation are all done online, which is very convenient.  upon arrival, a briefing is given via video screen in a small room, and then the game begins. as soon as you put on the virtual reality headset, the immersion is total. while everyone is getting equipped, you're already immersed in a virtual waiting world, which immediately sets the mood. the game then starts, with complete immersion: at the beginning of each match and each round, you can choose and change your weapon. you can see the number of cartridges remaining in your weapon, as well as your health bar displayed on your left arm, which further enhances immersion and the game's clarity. the game itself lasts approximately 25 to 30 minutes, a well-paced format.  we played the cooperative mode, where you face waves of enemies as a team, which works very well and reinforces the collaborative aspect.  there's also another game mode, but it can become a bit repetitive over time. in this respect, adding new maps would definitely be a big plus to keep the experience fresh. the sense of depth, and even height—especially when walking on a walkway—is truly impressive. the graphics are decent overall, even if they're not on par with the latest pc or console games. two areas for improvement, in my opinion: headphones for total sound immersion, as you can sometimes hear people nearby in the real world, with a slight delay compared to the game; weapon vibrations to further enhance immersion. in the end: an experience definitely worth repeating! | the activities were great, and the staff were fantastic too 👍 … | a great experience, definitely worth trying! 😁😁 very welcoming and the staff are fantastic. …","https://www.google.com/maps/place/EVA+-+Esports+Virtual+Arenas+Saint-Avold/@49.109193,-2.5044127,6z/data=!4m10!1m2!2m1!1sEVA+-+Esports+Virtual+Arenas++France!3m6!1s0x479455002b1b6b77:0x1d337398a102b340!8m2!3d49.109193!4d6.7241029!15sCiRFVkEgLSBFc3BvcnRzIFZpcnR1YWwgQXJlbmFzICBGcmFuY2WSAQx2aWRlb19hcmNhZGXgAQA!16s%2Fg%2F11mf8c9ml5?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",https://www.eva.gg/fr-FR,,,1587.91,False,False,True,FRG0,Pays de la Loire,20900.0,2022,75,0,-1
639,City Kart,47.1902045,-1.4897493,Pays de la Loire,France,https://www.city-kart.fr/karting-indoor-de-nantes/,Karting,10,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIxu3OXaXxSMGwNmSvf_hgqEc5nySD-W22C5CdhFHbYS01VnnkgyMbhxDzjS-9KeO3jt4bxmZ1Jf_nvS9vDSllQS9To2oMrfGD12d0FKcc7hv52FhNrjx7feG7BU8o8lVpJI23=w408-h306-k-no,False,False,False,"excellent | thank you for sharing your experience.  see you soon, the kartland team","https://www.google.com/maps/place/Kartland/@48.610033,-6.6450511,6z/data=!4m10!1m2!2m1!1sCity+Kart++France!3m6!1s0x47e5e49df044f725:0xd6b1f0417ad6d078!8m2!3d48.610033!4d2.5834645!15sChFDaXR5IEthcnQgIEZyYW5jZVoSIhBjaXR5IGthcnQgZnJhbmNlkgENZ29fa2FydF90cmFja5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMXNObGd4VWtaU1YxVXpVMGRvVEZveWFEQlhWamt4WkVad2JXTldSUkFC4AEA-gEECAAQGg!16s%2Fg%2F11b6_n827r?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.kartland.fr/,0.0,77.0,1544.1,False,False,False,FRG0,Pays de la Loire,20900.0,2022,100,0,1500
1195,Formule Kart,47.1984111,0.6529881,Centre — Val de Loire,France,http://www.formulekart.com/,Karting,10,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1hNjtGhjOtw1f2GGqh-yPvBW1VS86xeZOC-EIYhmQJU6zZsCyP4XiQzj-U5MkT_F7wGv0DpESDprVRwCBGG50hypsHLZDhCxvKkXXcqEhg6DyVvDwEtUYo2AYXkvJt9LmAFY1V8JkLuU=w408-h544-k-no,True,False,False,"warm welcome and amazing staff, i highly recommend it for all your gaming needs! | we were in the area for a weekend, the welcome was perfect, i attended a children's session and the chaperones prepared the children with the brakes and the accelerator, which was frankly reassuring for parents and children. i recommend coming. | perfect play, well supervised, pure happiness","https://www.google.com/maps/place/Formule+Kart/@47.199049,0.653727,17z/data=!3m1!4b1!4m6!3m5!1s0x47fcdf596f828519:0x43332bc3aed3e31f!8m2!3d47.199049!4d0.653727!16s%2Fg%2F11btmb716m?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.formulekart.com/,,2.0,1057.5,False,False,False,FRB0,Centre — Val de Loire,21000.0,2022,100,1139,0
752,Ancienne piste Karting,47.2032092,-0.7371269,Pays de la Loire,France,,Karting,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxeF2RmKbBnbmwpXlW8aJTTY1wmiHEBywVzK1uZsxiDre_Vqw_VCvXalBFAbXFJ0fd_aZM1gtcknosPdWZw4Hff9E3F4KRvZp_gRqmueKBPktqcLKnDv1EnYPVnm131HqR0EmXx=w408-h306-k-no,False,False,False,,"https://www.google.com/maps/place/Circuit+de+l'Europe/@49.3148623,-8.1136682,6z/data=!4m10!1m2!2m1!1sAncienne+piste+Karting++France!3m6!1s0x47e120e3d1cb1b55:0x1859f5259f79678b!8m2!3d49.3148623!4d1.1148474!15sCh5BbmNpZW5uZSBwaXN0ZSBLYXJ0aW5nICBGcmFuY2VaHyIdYW5jaWVubmUgcGlzdGUga2FydGluZyBmcmFuY2WSAQ1nb19rYXJ0X3RyYWNrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU10YldWdE9VUlJFQUXgAQD6AQQIPxA_!16s%2Fg%2F1tp26kql?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.circuit-europe.fr/,111.53,34.0,1267.43,False,False,False,FRG0,Pays de la Loire,20900.0,2022,60,0,-1
2387,Gymnase La Similienne,47.2239499,-1.5628765,Pays de la Loire,France,,SIM Racing,0,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDPQuw5ysPJDnkmGlJnaEON0Ad4z67hgKf74txJTeFdmvmsSTZtmVtKMrYpvpDnjSC0Xrjx0FoRmvHsKeYZCOgDA0zDG8pMq0QiEoOQJ585xAwiVUn7lw6i6y0CFSptXMqYZY5=w408-h544-k-no,False,False,False,"an incredibly intimate setting. the players give their all, the volunteers at the refreshment stand are welcoming, and the overall spirit of the sim' club honors the values ​​of football. | ideal room for a good basketball game, not many seats but you are very close to the players. varied choice at the refreshment bar, for once the beer is good quality, this is not the case in all gyms. | very pleasant place","https://www.google.com/maps/place/Association+Sportive+et+Culturelle+La+SIMILIENNE+de+NANTES/@47.2238693,-1.599083,14z/data=!4m10!1m2!2m1!1sGymnase+La+Similienne++France!3m6!1s0x4805ec21d7217db3:0x5d525df5c3efcdc9!8m2!3d47.2238693!4d-1.5630341!15sCh1HeW1uYXNlIExhIFNpbWlsaWVubmUgIEZyYW5jZVoeIhxneW1uYXNlIGxhIHNpbWlsaWVubmUgZnJhbmNlkgEPYmFza2V0YmFsbF9jbHVimgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF0ZW1SMVdFOUJFQUXgAQD6AQQIABAe!16s%2Fg%2F1td_b1dn?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",http://www.similiennedenantes.fr/,,,658.91,False,False,True,FRG0,Pays de la Loire,20900.0,2022,75,443,0
2379,Racing Club - Escrime,47.2444718,6.0070919,Franche-Comté,France,,SIM Racing,0,https://lh3.googleusercontent.com/p/AF1QipOAZ0f7cC2TuOwYXrZS3RKw9czFNpNYcRqWG7G7=w408-h326-k-no,False,False,False,,"https://www.google.com/maps/place/Racing+Club+Fencing/@48.8490596,2.3097826,17z/data=!4m10!1m2!2m1!1sRacing+Club+-+Escrime++France!3m6!1s0x47e671b2397b72e5:0xfd17e3f5d7d4e6f0!8m2!3d48.8490596!4d2.3142887!15sCh1SYWNpbmcgQ2x1YiAtIEVzY3JpbWUgIEZyYW5jZZIBDmZlbmNpbmdfc2Nob29s4AEA!16s%2Fg%2F11y4vf8p6g?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",https://www.racingclubdefrance.net/fr/escrime,,,1008.23,False,False,True,FRC2,Franche-Comté,21400.0,2022,60,988,0
704,Nantes Karting NEK,47.2538271,-1.4982264,Pays de la Loire,France,,Karting,10,https://lh3.googleusercontent.com/p/AF1QipPI-1nA-_sNMpS6kUrHe2KjZtFfJRy3URNDtDLV=w408-h264-k-no,False,False,False,"great for having fun with family or friends | for my daughter's birthday, the children had a fantastic time, it was so great! 👍 booking in advance is definitely recommended, and the owners and their team are super friendly and very welcoming. i highly recommend it. … | that's a really nice idea, and they'll be closing from february to september for new activities and to rearrange their circuit...","https://www.google.com/maps/place/Karting+Nantes/@47.2343358,-1.7966341,12z/data=!4m10!1m2!2m1!1sNantes+Karting+NEK++France!3m6!1s0x4805932e51d715ef:0xf1de2c8a4ed48faa!8m2!3d47.2343358!4d-1.6524385!15sChpOYW50ZXMgS2FydGluZyBORUsgIEZyYW5jZVobIhluYW50ZXMga2FydGluZyBuZWsgZnJhbmNlkgENZ29fa2FydF90cmFja5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObGMwbGZlSFpSUlJBQuABAPoBBAgAEEU!16s%2Fg%2F11bxfyd9w1?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.karting-de-nantes.fr/,3832.46,185.0,1212.29,True,True,False,FRG0,Pays de la Loire,20900.0,2022,85,0,-1
665,Kartmania,47.2886459,5.0239771,Chenôve,France,https://kartmania.com/,Karting,0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m0YPhCLiXI6sWIrziN2i3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.081955&pitch=0&thumbfov=100,False,False,False,not practical for booking or asking for information since you don't provide your phone number!!,"https://www.google.com/maps/place/Karting/@47.2882004,5.0241327,17z/data=!3m1!4b1!4m6!3m5!1s0x47f29c47adc3cddb:0xf37238ea77c92a42!8m2!3d47.2882004!4d5.0241327!16s%2Fg%2F11bzz52c50?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",,2394.8,191.0,1262.61,True,False,False,FRC1,Bourgogne,20300.0,2022,100,630,0
666,Tours Kart Indoor,47.3448828,0.7332596,Centre — Val de Loire,France,https://www.tours-kart-indoor.fr/,Karting,10,https://lh3.googleusercontent.com/p/AF1QipNxtq7QuNJ0XDMMdOtr3EWGMS5pCCz0vNJFUZ1Z=w408-h254-k-no,True,True,False,"fantastic afternoon at the go-kart track! the welcome was truly excellent, the team was friendly and helpful. the children had a blast from start to finish, in complete safety. a perfect activity for a great family outing. we'll definitely be back. | always a pleasure to ride on this track | excellent, beautiful structure","https://www.google.com/maps/place/PKS/@47.3447055,0.7330307,17z/data=!3m1!4b1!4m6!3m5!1s0x47fcd61d8c6c153b:0x30295f7d6f98b4b9!8m2!3d47.3447055!4d0.7330307!16s%2Fg%2F11b6dgr9_m?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",https://www.tours-kart-indoor.fr/reservation/,10037.94,144.0,1344.47,True,True,False,FRB0,Centre — Val de Loire,21000.0,2022,100,0,-1
725,Crcuit de Karting,47.3559083,5.8183701,Franche-Comté,France,,Karting,10,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9Bofg6SOvJ-UqKRpU7Pb1UTzDwzm7-EOacOoQc-xrrWG5PN3zPXspYFI_bqiW6b24G2SQTWNDqs51hgTwrupUfclJNkm0s2lYA113SLyj_FZSlenJqN9gKhutCBN_4jIyj6c=w408-h544-k-no,True,True,False,"the staff were incredibly kind, the alpine baptism was just fantastic, and the karting was amazing. the large, magnificent racing complex has lots to do and see; i highly recommend it. | good asphalt, good people and very close to girona, perfect for spending the day on a pitbike. | superb track, very well located, the staff are fantastic.  a wide selection of cars, each one more beautiful than the last.","https://www.google.com/maps/place/Kart+Power+-+Grand+Circuit+du+Roussillon/@42.780017,-6.3197646,6z/data=!4m10!1m2!2m1!1sCrcuit+de+Karting++France!3m6!1s0x12b069a0e5437509:0x83b14fdd44117b3e!8m2!3d42.780017!4d2.908751!15sChlDaXJjdWl0IGRlIEthcnRpbmcgRnJhbmNlWhsiGWNpcmN1aXQgZGUga2FydGluZyBmcmFuY2WSAQ1nb19rYXJ0X3RyYWNrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJoZUhGeE4yVjNFQUXgAQD6AQQIABA9!16s%2Fg%2F11b6dgd56h?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",https://www.kartingroussillon.com/,19.36,0.0,880.09,True,True,False,FRC2,Franche-Comté,21400.0,2022,85,1185,0
1274,Cosne Karting,47.3580574,2.9191223,Bourgogne,France,,Karting,10,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrpuVBeDTzq7BHNcJdi8fZ3-JkjDxtATvM_M0lrK8FQTtITbE3gEnv0aVMePOvaIoPnFEga7_feaai0MGQPdJP--tWLtlVdW82f-snxAIlYiGpLC6ge143f-3xTCeVS0_ubW0OtTOdP1_A=w408-h306-k-no,False,True,False,"good experience and friendly team. would do it again. | interesting circuit, good size, the karts powerful enough to move my 120kg. | excellent with several activities such as karting, ping-ball or even mini golf","https://www.google.com/maps/place/Karting+de+Cosne/@47.3576023,2.9193931,17z/data=!3m1!4b1!4m6!3m5!1s0x47f01c04499a48fd:0x23200e99c9ef6997!8m2!3d47.3576023!4d2.9193931!16s%2Fg%2F1tfs0dd7?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.cosne-karting.com/,54.82,2.0,1550.6,False,True,False,FRC1,Bourgogne,20300.0,2022,85,882,0
881,Sologne Karting,47.3601309,2.0498434,Centre — Val de Loire,France,,Karting,10,https://lh3.googleusercontent.com/p/AF1QipMuUw8s6OBcq105feWFRlTmswcfB1rPANbxPHZP=w408-h271-k-no,True,True,False,"great track and excellent staff who ensure the day is well organized! | super | two-morning course for my 13-year-old son. very good supervision, advice that allowed for rapid progress and increased his enjoyment (even on wet tracks). thank you for your welcome and for sharing your experience.","https://www.google.com/maps/place/Sologne+Karting+Ecole+de+Pilotage/@47.3618965,2.0493941,17z/data=!3m1!4b1!4m6!3m5!1s0x47fad4cc3dc4e96b:0xaa133db4fa8468fd!8m2!3d47.3618965!4d2.0493941!16s%2Fg%2F1thcm3vr?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.sologne-karting.com/,195.86,0.0,1211.47,False,False,False,FRB0,Centre — Val de Loire,21000.0,2022,85,1392,0
838,Karting Dijon-Prenois,47.3667507,4.901663,Bourgogne,France,,Karting,10,https://lh3.googleusercontent.com/p/AF1QipMQTOwJu5FjYGxDy7YSeJLbiboqSrqN4a6zH2VK=w408-h272-k-no,True,True,False,"a wonderful experience for my grandchildren, a fantastic afternoon! | great place for family fun, very welcoming, easy access, good track, good karts... great morning. | total lack of professionalism, reservations ignored. when people have traveled more than an hour and a half, it creates some pretty interesting situations.  call made five days in advance, the employee working on sunday, august 10th, was completely targeted.  thank you 🙃","https://www.google.com/maps/place/Karting+Dijon-Prenois/@47.3667117,4.9016384,17z/data=!3m1!4b1!4m6!3m5!1s0x47ed7d5c16f217f5:0xb9b9fbe19ad3a0e5!8m2!3d47.3667117!4d4.9016384!16s%2Fg%2F11tfvfjx9_?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",https://www.circuit-dijon-prenois.com/,564.25,2.0,731.4,True,True,False,FRC1,Bourgogne,20300.0,2022,85,1108,0
1210,Karting Tours,47.3880277,0.7889781,Centre — Val de Loire,France,karting-center-tours.fr,Karting,0,https://lh3.googleusercontent.com/p/AF1QipNZDwbKkJm6QI79hbdMqGYnStL0XdvpV6FtV9I=w408-h306-k-no,False,False,False,,"https://www.google.com/maps/place/Battlekart+Tours/@47.4417643,0.5535481,12z/data=!4m10!1m2!2m1!1sKarting+Tours++France!3m6!1s0x47e32b5478f3fab5:0x59a6227fba9b2321!8m2!3d47.4417643!4d0.6977437!15sChVLYXJ0aW5nIFRvdXJzICBGcmFuY2VaFiIUa2FydGluZyB0b3VycyBmcmFuY2WSAQ1nb19rYXJ0X3RyYWNrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5XT1V0SVQzWlJSUkFC4AEA-gEECAAQQQ!16s%2Fg%2F11fwzcg3p4?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",https://tours.battlekart.com/,241.78,133.0,957.18,False,False,False,FRB0,Centre — Val de Loire,21000.0,2022,85,453,0
2370,Virtual Xperience,47.3889993,0.6918094,Tours,France,,SIM Racing,10,https://lh3.googleusercontent.com/p/AF1QipNviG6uui0r0ZDNyHvzRYN2qf8XvpZMMwQ8pwsY=w408-h306-k-no,True,False,False,"absolutely fantastic experience!!! a huge thank you to the entire virtual xperience team for hosting my son's birthday party. from start to finish, it was simply perfect! the children loved it; they were captivated, well looked after, and everything was explained to them with patience and enthusiasm. my son left bursting with excitement, happier than ever, and so were his friends! it's a truly original birthday party, and even for the parents, it's a real pleasure: time flies when you're watching the children having so much fun.  an unforgettable moment for them… and we'll definitely be back very soon, this time with friends to try it out ourselves! 🤩🎮 | a very pleasant setting. ideal for groups. | great place, great welcome, a wonderful time sharing a birthday 🎂. thank you virtual experience …","https://www.google.com/maps/place/Virtual+Xperience/@47.3890287,0.6918434,17z/data=!3m1!4b1!4m6!3m5!1s0x47fcd539f4436867:0x58d4ae2b4fbd102f!8m2!3d47.3890287!4d0.6918434!16s%2Fg%2F11ftvdbs10?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoKLDEwMDc5MjA3MUgBUAM%3D",https://virtualxperience.fr/,,,905.12,False,False,True,FRB0,Centre — Val de Loire,21000.0,2022,75,0,-1
1574,Grands Kartings,47.4060531,0.7462019,Centre — Val de Loire,France,,Karting,10,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIxu3OXaXxSMGwNmSvf_hgqEc5nySD-W22C5CdhFHbYS01VnnkgyMbhxDzjS-9KeO3jt4bxmZ1Jf_nvS9vDSllQS9To2oMrfGD12d0FKcc7hv52FhNrjx7feG7BU8o8lVpJI23=w408-h306-k-no,False,False,False,"excellent | thank you for sharing your experience.  see you soon, the kartland team","https://www.google.com/maps/place/Kartland/@48.610033,-6.6450511,6z/data=!4m10!1m2!2m1!1sGrands+Kartings++France!3m6!1s0x47e5e49df044f725:0xd6b1f0417ad6d078!8m2!3d48.610033!4d2.5834645!15sChdHcmFuZHMgS2FydGluZ3MgIEZyYW5jZVoYIhZncmFuZHMga2FydGluZ3MgZnJhbmNlkgENZ29fa2FydF90cmFja5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMXNObGd4VWtaU1YxVXpVMGRvVEZveWFEQlhWamt4WkVad2JXTldSUkFC4AEA-gEECAAQGg!16s%2Fg%2F11b6_n827r?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.kartland.fr/,16.2,91.0,1505.87,False,False,False,FRB0,Centre — Val de Loire,21000.0,2022,75,87,0
673,Inwall Kart,47.4274919,-0.5431727,Pays de la Loire,France,,Karting,10,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxK1a_eEeJQxfUK7HtDiII9hn5e6SGTMY4AwUnFX69ago64gqxFR7R8eNNfCZlRbZ3eXAjB4RLOXfTX6GZKOElcd3WrTBL2jP_NNixfhNBxF93jMJ9f2NSJNxAjVq0snGO3rdQz=w408-h306-k-no,True,True,False,"great track, nice and spacious, with a warm bar upstairs. my son loves it! it's a shame there's no ranking or time limit for under-14s though... | my first time at inwall kart, honestly, the staff on the track lacked professionalism and didn't adequately rein in those who thought they were at a grand prix. however, the reception was impeccable; the two ladies were super friendly and smiling. aside from that, the kart was well-maintained and accessible for taller drivers (1.98m).  the equipment was clean. the track was also clean. the parking lot was very well-maintained and spacious (for both motorcycles and cars). however, access to the track left something to be desired (lack of signage). | staff attentive to customers, excellent","https://www.google.com/maps/place/Inwall+Kart+Sarl/@47.4276809,-0.5429261,17z/data=!3m1!4b1!4m6!3m5!1s0x4807d634662793ad:0x7c34aa2c9e13bd1d!8m2!3d47.4276809!4d-0.5429261!16s%2Fg%2F1wfcnjl8?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.inwallkart.com/,0.0,85.0,1188.59,False,False,False,FRG0,Pays de la Loire,20900.0,2022,75,0,600
1352,BattleKart,47.4415019,0.6974984,Centre — Val de Loire,France,https://www.battlekart.com/fr/tours/,Karting,0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxeGZrOYbkPR-KBF_fuTp5gQ-zH4HV3N5tqr0JH45C9KuO-dOdQ4Bm4cxTKLzIqeN1emiPh2wEaeBPGSoVuaoOzp_FBIKMrcmQmhpIPqZuqc8EHoxkd-h22t0968rD_TEqhl7Dx=w408-h306-k-no,False,False,False,,"https://www.google.com/maps/place/BattleKart+Paris+Sud+Massy/@48.7059722,-2.3219891,7z/data=!4m10!1m2!2m1!1sBattleKart++France!3m6!1s0x47e677cc76fe4e53:0x2fc3177569c60d8a!8m2!3d48.7059722!4d2.2922687!15sChJCYXR0bGVLYXJ0ICBGcmFuY2WSAQ1sZWlzdXJlY2VudHJl4AEA!16s%2Fg%2F11l2k442nc?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",https://www.battlekart.com/fr/paris-sud-massy/,2410.23,180.0,1096.09,True,False,False,FRB0,Centre — Val de Loire,21000.0,2022,75,213,0
648,Puissance Kart Indoor,47.4870552,6.8280952,Audincourt,France,https://www.puissancekartindoor.com/,Karting,10,https://lh3.googleusercontent.com/p/AF1QipMPrAoy8BC1WOx2V9krp4Rmbd8w3s-6lJBrO8s3=w427-h240-k-no,False,True,False,at the top👌👌👌 … | excellent track and reasonable prices,"https://www.google.com/maps/place/Puissance+Kart+Indoor/@47.487049,6.827939,17z/data=!3m1!4b1!4m6!3m5!1s0x47921749626b9879:0xb956b64f7201f370!8m2!3d47.487049!4d6.827939!16s%2Fg%2F1tjrnxg8?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.puissancekartindoor.com/,0.0,89.0,1044.03,True,False,False,FRC2,Franche-Comté,21400.0,2022,100,0,-1
721,Solokart,47.5248869,-1.8391093,Pays de la Loire,France,,Karting,10,https://lh3.googleusercontent.com/p/AF1QipOOTtHHwego8ox60zykLdipnU6Q6tRtUsK8oXxj=w408-h305-k-no,True,True,False,"great go-kart track, top-notch staff! | great time! great team!!! | thanks to the whole team who didn't hesitate to get their hands dirty (literally) to make our nark evening a success! well done!","https://www.google.com/maps/place/Karting+SOLOKART/@47.5242,-1.8397,17z/data=!3m1!4b1!4m6!3m5!1s0x480f7f30a781d5a3:0xb0cb91173df8d6a2!8m2!3d47.5242!4d-1.8397!16s%2Fg%2F1td0fx96?hl=en&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA2N0gBUAM%3D",http://www.solokart.com/,183.3,0.0,1181.5,False,False,False,FRG0,Pays de la Loire,20900.0,2022,75,1503,0
225,Michael Schumacher Kart and Event Center,47.5305118,10.2641957,Sonthofen,Germany,,Karting,0,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFUnwkdFgXA6gpxkqSoZMd9tbfzYqSBFDQ_HHkOa1flWy6wT3ZsxrQwUzuIa8hG8wonybQ9Wdb7GRXhnMGN-0TEFDMgpuZK2_AlG5jMPEYsaU4pXpZwB1brFGVIFUDt0W6UlDx=w408-h306-k-no,True,True,False,"superb track. the best organised i've ever visited. totally brilliant and more than worth a visit | ⭐⭐⭐⭐⭐ fantastic experience at michael schumacher kartcenter in kerpen! the service and staff were absolutely top-notch—friendly, helpful, and professional from start … | i visited the schumacher go-kart center in herpen, near cologne, and the experience was a high-octane thrill. the track was well-designed, with sharp turns and long straights, making every lap feel like a true race against the clock. the …","https://www.google.com/maps/place/Michael+Schumacher+Kart+and+Event+Center/@50.891269,2.0593432,7z/data=!3m1!5s0x47bf3f59112c7ebf:0x411c4277febf6836!4m10!1m2!2m1!1s47.5305118,+10.2641957+Kartbahn!3m6!1s0x47bf3f591ed48e49:0xa114831e8959464c!8m2!3d50.891269!4d6.673601!15sCh80Ny41MzA1MTE4LCAxMC4yNjQxOTU3IEthcnRiYWhuWiAiHjQ3LjUzMDUxMTggMTAuMjY0MTk1NyBrYXJ0YmFobpIBDWdvX2thcnRfdHJhY2vgAQA!16s%2Fg%2F1v42dygv?hl=en&entry=ttu&g_ep=EgoyMDI2MDEyMS4wIKXMDSoASAFQAw%3D%3D",/url?q=http://www.ms-kartcenter.de/&opi=79508299&sa=U&ved=0ahUKEwirhKaykqmSAxWghP0HHfIKK9AQ61gIFCgQ&usg=AOvVaw0alJGQHwhANgG1cOtLGck2,6802.01,125.0,585.38,True,False,False,DE27,Schwaben,32700.0,2022,75,369,0
